Product Name,Venue,Electronic,Open Outcry,Clearing,Exchange or
Gulf Coast Ultra Low Sulfur Diesel (ULSD) Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,LU ,LU ,NYMEX
Gulf Coast ULSD (Argus) Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,AJ ,AJ ,NYMEX
Gulf Coast ULSD (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LY ,LY ,NYMEX
Gulf Coast ULSD (Platts) Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,GY ,GY ,NYMEX
Gulf Coast ULSD (Argus) Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,CF ,CF ,NYMEX
Gulf Coast ULSD (Platts) Up-Down Balmo Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1L ,1L ,NYMEX
Gulf Coast ULSD vs. Gulf Coast Jet Spread (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,VV ,VV ,NYMEX
Gulf Coast Unl 87 (Platts) Crack Spread BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1J ,1J ,NYMEX
Gulf Coast Unl 87 (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4E ,4E ,NYMEX
Gulf Coast Unl 87 (Platts) Up-Down BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1K ,1K ,NYMEX
Gulf Coast Unl 87 (OPIS) vs. RBOB Gasoline Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4F ,4F ,NYMEX
Handysize Timecharter Average (Baltic) BALMO Swap Futures ,CME ClearPort ,  ,Q0 ,Q0 ,NYMEX
Handysize Timecharter Average (Baltic) Swap Futures ,CME ClearPort ,  ,HFT ,HFT ,NYMEX
HDPE High Density Polyethylene (PCW) Calendar Swap Futures ,CME ClearPort ,  ,HPE ,HPE ,NYMEX
Heating Oil Arb: NYMEX Heating Oil vs. ICE Gasoil ,"CME ClearPort, Open Outcry (New York) ",  ,HA ,HA ,NYMEX
Heating Oil Oil Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,AT ,AT ,NYMEX
Heating Oil BALMO Swap Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,1G ,1G ,NYMEX
Heating Oil Calendar Spread Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,FA ,FA ,NYMEX
Heating Oil Calendar Spread Option ,"CME ClearPort, Open Outcry (New York) ",  ,"FB, FC, FM, FZ ","FB, FC, FM, FZ ",NYMEX
Heating Oil Crack Spread Average Price Option ,"ME Globex, CME ClearPort, Open Outcry (New York) ",  ,3W ,3W ,NYMEX
Heating Oil Crack Spread BALMO Swap Futures ,New York Trading Floor ,  ,1H ,1H ,NYMEX
Heating Oil Crack Spread Option ,"CME Globex,CME ClearPort, Open Outcry (New York) ",  ,CH ,CH ,NYMEX
Heating Oil Look-Alike Option ,"CME ClearPort, Open Outcry (New York) ",  ,LB ,LB ,NYMEX
Heating Oil Financial Futures ,"CME ClearPort, Open Outcry (New York) ",  ,BH ,BH ,NYMEX
Heating Oil Futures ,"CME Globex, CME Globex, Open Outcry (New York) ",  ,HO ,HO ,NYMEX
Heating Oil Option ,"CME Globex, CME Globex, Open Outcry (New York) ",  ,OH ,OH ,NYMEX
Heating Oil Last Day Financial Futures ,"CME ClearPort, Open Outcry (New York) ",  ,23,23,NYMEX
Henry Hub Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,HB ,HB ,NYMEX
Henry Hub Natural Gas Index (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IN ,IN ,NYMEX
Henry Hub Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,5E ,5E ,NYMEX
Henry Hub Natural Gas Look-Alike Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,LN ,LN ,NYMEX
Henry Hub Natural Gas Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,NG ,NG ,NYMEX
Henry Hub Natural Gas Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,ON ,ON ,NYMEX
Henry Hub Natural Gas Last-day - Financial Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,G4 ,G4 ,NYMEX
Henry Hub Natural Gas Last Day Financial Futures ,"CME ClearPort, Open Outcry (New York) ",  ,HH ,HH ,NYMEX
Henry Hub Natural Gas Last Day Financial Option ,"CME ClearPort, Open Outcry (New York) ",  ,E7 ,E7 ,NYMEX
Henry Hub Natural Gas Penultimate Financial Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",HP ,HP ,HP ,NYMEX
Henry Hub Natural Gas Quadultimate Option ,"CME ClearPort, Open Outcry (New York) ",  ,HHQ ,HHQ ,NYMEX
Henry Hub Natural Gas Swap Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,NN ,NN ,NYMEX
Henry Hub Swing Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SN ,SN ,NYMEX
Henry Hub Natural Gas Calendar Spread Option ,"CME Globex, CME ClearPort Clearing, Open Outcry (New York) ",  ,IA ,IA ,NYMEX
Henry Hub Natural Gas Calendar Spread Options ,"CME ClearPort Clearing, Open Outcry (New York) ",  ,"IB, IC,",,
"IMM, IMZ, IZZ ","IB, IC,",,,,
"IMM, IMZ, IZZ ",NYMEX,,,,
Henry Hub Natural Gas Penultimate Financial Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NP ,NP ,NYMEX
Henry Hub Natural Gas Swap Futures ,"CME ClearPort, CME Globex, Open Outcry (New York) ",  ,NN ,NN ,NYMEX
Houston Ship Channel Basis Swap (Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,NH ,NH ,NYMEX
Houston Ship Channel Natural Gas Index (Platts Gas Daily/Platts IFERC) Futures ,"CME Globex, CME ClearPort ",  ,IP ,IP ,NYMEX
Houston Ship Channel Natural Gas Basis (Platts IFERC) Options ,"CME ClearPort, Open Outcry (New York) ",  ,5F ,5F ,NYMEX
"Houston Ship Channel ""Pipe"" (Platts IFERC) Option ","CME ClearPort, Open Outcry (New York) ",  ,PK ,PK ,NYMEX
Houston Ship Channel Swing Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SM ,SM ,NYMEX
ICE Gasoil BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,U9 ,U9 ,NYMEX
"Iron Ore 62% Fe, CFR China (TSI) Swap Futures ","CME ClearPort, Open Outcry (New York) ",  ,TIO ,TIO ,NYMEX
Midwest ISO Illinois Hub Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,OM ,OM ,NYMEX
Midwest ISO Illinois Hub Off-Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,OJ ,OJ ,NYMEX
ISO New England Peak Calendar-Month LMP Swap Option ,"CME ClearPort, Open Outcry (New York) ",  ,OE ,OE ,NYMEX
ISO New England internal Hub Calendar-Day Peak LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,CE ,CE ,NYMEX
ISO New England Internal Hub Off-Peak LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KI ,KI ,NYMEX
ISO New England Internal Hub Peak LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NI ,NI ,NYMEX
Japan C&F Naphtha (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JA ,JA ,NYMEX
Japan C&F Naphtha (Platts) Crack Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JB ,JB ,NYMEX
Japan Naphtha (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,E6 ,E6 ,NYMEX
Jet Aviation Fuel (Platts) Cargoes FOB MED Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1T ,1T ,NYMEX
Jet Aviation Fuel (Platts) Cargoes FOB MED vs. ICE Gasoil Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1V ,1V ,NYMEX
Jet Fuel (Platts) Barges FOB Rdam BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,X9 ,X9 ,NYMEX
Jet Fuel (Platts) Barges FOB Rdam vs. ICE Gasoil BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,9Q ,9Q ,NYMEX
Jet Fuel (Platts) Cargoes CIF NWE BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,F3 ,F3 ,NYMEX
Jet Fuel (Platts) Cargoes CIF NWE vs. ICE Gasoil BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,6X ,6X ,NYMEX
Gulf Coast Jet (Argus) Up-Down Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JU ,JU ,NYMEX
Kern Opal Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,SR ,SR ,NYMEX
Kern River Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NV ,NV ,NYMEX
Argus LLS Trade Month Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,A4 ,A4 ,NYMEX
LLDPE Linear Low Density Polyethylene (PCW) Calendar Swap Futures ,CME ClearPort ,  ,LPE ,LPE ,NYMEX
LLS (Argus) Trade Month Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LI ,LI ,NYMEX
Light Sweet Crude Oil (WTI) - Financial Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,7A ,7A ,NYMEX
Light Sweet Crude Oil (WTI) 2 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,7B ,7B ,NYMEX
Light Sweet Crude Oil (WTI) 3 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,7C ,7C ,NYMEX
Light Sweet Crude Oil (WTI) 6 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,7M ,7M ,NYMEX
Light Sweet Crude Oil (WTI) 12 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,7Z ,7Z ,NYMEX
WTI Calendar Spread Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,WA ,WA ,NYMEX
Light Sweet Crude Oil 2 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,WB ,WB ,NYMEX
Light Sweet Crude Oil 3 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,WC ,WC ,NYMEX
Light Sweet Crude Oil 6 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,WM ,WM ,NYMEX
Light Sweet Crude Oil 12 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,WZ ,WZ ,NYMEX
WTI Average Price Option ,"CME Group ClearPort, Open Outcry (New York) ",  ,AO ,AO ,NYMEX
Daily Crude Oil Option ,"CME Group ClearPort, Open Outcry (New York) ",  ,CD ,CD ,NYMEX
Light Sweet Crude Oil Calendar Spread Options ,"CME ClearPort Clearing, New York Trading Floor ",  ,"WA, WB, WC,",,
"WMM, WMZ, WZZ ","WA, WB, WC,",,,,
"WMM, WMZ, WZZ ",NYMEX,,,,
WTI Look-Alike Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,LC ,LC ,NYMEX
Light Sweet Crude Oil Option ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,LO ,LO ,NYMEX
Light Sweet Crude Oil Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",  ,CL ,CL ,NYMEX
LLS (Argus) Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,XA ,XA ,NYMEX
LLS (Argus) vs. WTI Spread Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,WJ ,WJ ,NYMEX
Los Angeles CARB Diesel (OPIS) Outright Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LX ,LX ,NYMEX
Los Angeles CARB Diesel (OPIS) Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,KL ,KL ,NYMEX
Los Angeles CARBOB Gasoline (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MH ,MH ,NYMEX
Los Angeles CARBOB Gasoline (OPIS) Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,JL ,JL ,NYMEX
Los Angeles Jet (OPIS) Outright Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LL ,LL ,NYMEX
Los Angeles Jet (OPIS) Spread Swap ,"CME ClearPort, Open Outcry (New York) ",  ,JS ,JS ,NYMEX
Los Angeles Jet Fuel (Platts) vs. Heating Oil Spread Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MQ ,MQ ,NYMEX
Malin Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,V8 ,V8 ,NYMEX
Malin Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,W9 ,W9 ,NYMEX
Mars (Argus) Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MX ,MX ,NYMEX
Mars (Argus) Trade Month Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MO ,MO ,NYMEX
Mars (Argus) vs. WTI Spread Calendar Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,YX ,YX ,NYMEX
Mars (Argus) vs. WTI Spread Trade Month Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,YV ,YV ,NYMEX
MichCon Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Y8 ,Y8 ,NYMEX
MichCon Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T8 ,T8 ,NYMEX
MichCon Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,4W ,4W ,NYMEX
MichCon Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NF ,NF ,NYMEX
Midwest ISO Michigan Hub Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,HM ,HM ,NYMEX
Midwest ISO Michigan Hub Off-Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,HJ ,HJ ,NYMEX
Midwest ISO Illinois Hub 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4R ,4R ,NYMEX
Midwest ISO Illinois Hub 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,4Q ,4Q ,NYMEX
Mini Capesize Timecharter Average (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,CSF ,CSF ,NYMEX
Mini Handysize Timecharter Average (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,H0 ,H0 ,NYMEX
Mini Panamax Timecharter Average (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,F0 ,F0 ,NYMEX
Mini Supramax Timecharter Average (Baltic) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,G0 ,G0 ,NYMEX
Mini European 1% Fuel Oil (Platts) Barges FOB Rdam BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,0A ,0A ,NYMEX
Mini European 1% Fuel Oil (Platts) Barges FOB Rdam Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T0 ,T0 ,NYMEX
Mini European 1% Fuel Oil (Platts) Cargoes FOB NWE BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,0C ,0C ,NYMEX
Mini European 1% Fuel Oil (Platts) Cargoes FOB NWE Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,0B ,0B ,NYMEX
Mini European 3.5% Fuel Oil (Platts) Barges FOB Rdam BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,0E ,0E ,NYMEX
Mini European 3.5% Fuel Oil (Platts) Barges FOB Rdam Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,0D ,0D ,NYMEX
Mini Singapore Fuel Oil 180 cst (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,5L ,5L ,NYMEX
Mini Singapore Fuel Oil 180 cst (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,0F ,0F ,NYMEX
Midwest ISO Minnesota Hub Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LM ,LM ,NYMEX
Midwest ISO Minnesota Hub Off-Peak Calendar-Month LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,LJ ,LJ ,NYMEX
Midwest ISO Cinergy Hub 5 MW Off-Peak Calendar-Month Day-Ahead Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,K2 ,K2 ,NYMEX
Mont Belvieu Ethane 5 Decimals (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,C0 ,C0 ,NYMEX
Mont Belvieu Ethane (OPIS) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8C ,8C ,NYMEX
Mont Belvieu Ethane 5 Decimals (OPIS) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,4J ,4J ,NYMEX
Mont Belvieu Ethylene Futures ,"CME ClearPort, Open Outcry (New York) ",  ,1F ,1F ,NYMEX
Mont Belvieu Iso-Butane 5 Decimal (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8I ,8I ,NYMEX
Mont Belvieu LDH Propane (OPIS) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8O ,8O ,NYMEX
Mont Belvieu LDH Propane (OPIS) vs. Argus Propane Far East Index Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,31,31,NYMEX
Mont Belvieu LDH Propane (OPIS) vs. European Propane CIF ARA (Argus) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,51,51,NYMEX
Mont Belview LDH Propane 5 Decimals (OPIS) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,4H ,4H ,NYMEX
Mont Belvieu Mini LDH Propane (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,81,81,NYMEX
Mont Belvieu Natural Gasoline 5 Decimal (OPIS) Swaps Futures ,"CME ClearPort, Open Outcry (New York) ",  ,7Q ,7Q ,NYMEX
Mont Belvieu Natural Gasoline 5 Decimals (OPIS) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,4K ,4K ,NYMEX
Mont Belvieu Natural Gasoline 5 Decimals (OPIS) Average Price Option ,"CME ClearPort, Open Outcry (New York) ",  ,4I ,4I ,NYMEX
Mont Belvieu Normal Butane 5 Decimals (OPIS) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,D0 ,D0 ,NYMEX
Mont Belvieu Normal Butane (OPIS) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8J ,8J ,NYMEX
Mont Belvieu Physical Ethane (OPIS) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,3Q ,3Q ,NYMEX
Mont Belvieu Physical Iso-Butane (OPIS) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,3L ,3L ,NYMEX
Mont Belvieu Physical LDH Propane (OPIS) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,3N ,3N ,NYMEX
Mont Belvieu Physical Natural Gasoline (OPIS) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,3R ,3R ,NYMEX
Mont Belvieu Physical Non-LDH Propane (OPIS) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,3P ,3P ,NYMEX
Mont Belvieu Physical Normal Butane (OPIS) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,3M ,3M ,NYMEX
Mont Belvieu Natural Gasoline (OPIS) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,R0 ,R0 ,NYMEX
Mont Belvieu Spot Ethylene In-Well Futures ,"CME ClearPort, Open Outcry (New York) ",  ,MBE ,MBE ,NYMEX
Naphtha (Platts) Cargoes CIF NWE Crack Spread (1000mt) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NBB ,NBB ,NYMEX
Naphtha (Platts) Cargoes CIF NWE Crack Spread (1000mt) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NOB ,NOB ,NYMEX
National Balancing Point (NBP) Henry Hub Basis Option ,"CME ClearPort, Open Outcry (New York) ",  ,V1 ,V1 ,NYMEX
National Balancing Point (NBP) Henry Hub Basis Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,E2 ,E2 ,NYMEX
Natural Gas 1 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,IA ,IA ,NYMEX
Natural Gas 2 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,IB ,IB ,NYMEX
Natural Gas 3 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,IC ,IC ,NYMEX
Natural Gas 5 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,IE ,IE ,NYMEX
Natural Gas 6 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,IM ,IM ,NYMEX
Natural Gas 12 Month Calendar Spread Options ,"CME ClearPort, Open Outcry (New York) ",  ,IZ ,IZ ,NYMEX
Natural Gas Calendar Spread Financially Settled 2 Month Options ,"CME ClearPort, Open Outcry (New York) ",  ,G2 ,G2 ,NYMEX
Natural Gas Calendar Spread Financially Settled 3 Month Options ,"CME ClearPort, Open Outcry (New York) ",  ,G3 ,G3 ,NYMEX
Natural Gas Calendar Spread Financially Settled 5 Month Options ,"CME ClearPort, Open Outcry (New York) ",  ,G5 ,G5 ,NYMEX
Natural Gas Calendar Spread Financially Settled 6 Month Options ,"CME ClearPort, Open Outcry (New York) ",  ,G6 ,G6 ,NYMEX
Natural Gas Calendar Spread Financially Settled 12 Month Options ,"CME ClearPort, Open Outcry (New York) ",  ,G7 ,G7 ,NYMEX
Natural Gas Option on Calendar Futures Strip ,"CME ClearPort, Open Outcry (New York) ",  ,6J ,6J ,NYMEX
Daily Natural Gas Option ,"CME ClearPort, Open Outcry (New York) ",  ,KD ,KD ,NYMEX
NGPL Louisiana Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,NY ,NY ,NYMEX
NGPL Mid-Con Basis Swap (Platts IFERC) Futures) ,"CME Globex, CME ClearPort ",  ,NL ,NL ,NYMEX
NGPL Mid-Con Basis (Platts IFERC Option ,"CME ClearPort, Open Outcry (New York) ",  ,5G ,5G ,NYMEX
NGPL TexOk Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,PD ,PD ,NYMEX
NGPL TexOk Basis (Platts IFERC) Option ,"CME ClearPort, Open Outcry (New York) ",  ,5H ,5H ,NYMEX
Natural Gas Option on Summer Futures Strip ,"CME ClearPort, Open Outcry (New York) ",  ,4D ,4D ,NYMEX
Natural Gas Option on Winter Futures Strip ,"CME ClearPort, Open Outcry (New York) ",  ,6I ,6I ,NYMEX
ISO New England Connecticut Zone 5 MW Off-Peak Calendar-Month Day Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P3 ,P3 ,NYMEX
ISO New England Connecticut Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P2 ,P2 ,NYMEX
ISO New England Internal Hub 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,H2 ,H2 ,NYMEX
ISO New England Internal Hub 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME Globex, CME ClearPort, Open Outcry (New York) ",U6N ,U6 ,U6 ,NYMEX
ISO New England Maine Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,W2 ,W2 ,NYMEX
ISO New England Maine Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P9 ,P9 ,NYMEX
ISO New England North East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P8 ,P8 ,NYMEX
ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P7 ,P7 ,NYMEX
ISO New England New Hampshire Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,U3 ,U3 ,NYMEX
ISO New England New Hampshire Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,U2 ,U2 ,NYMEX
ISO New England Rhode Island Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,U5 ,U5 ,NYMEX
ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,U4 ,U4 ,NYMEX
ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P5 ,P5 ,NYMEX
ISO New England South East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,P4 ,P4 ,NYMEX
ISO New England West Central Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,R6 ,R6 ,NYMEX
ISO New England West Central Massachusetts Zone 5 MW Off-Peak Calendar-Month Day Ahead LMP Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,L9 ,L9 ,NYMEX
NGPL Mid-Con Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,IW ,IW ,NYMEX
NGPL Mid-Con Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,PX ,PX ,NYMEX
NGPL STX Natural Gas Basis Swap (Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,T5 ,T5 ,NYMEX
NGPL STX Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,N6 ,N6 ,NYMEX
NGPL STX Natural Gas Swing Swap (Platts Gas Daily) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,Q7 ,Q7 ,NYMEX
NGPL TexOk Natural Gas Index Swap (Platts Gas Daily/Platts IFERC) Futures ,"CME ClearPort, Open Outcry (New York) ",  ,OI ,OI ,NYMEX
NY 0.3% Fuel Oil HiPr (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,8N ,8N ,NYMEX
NY 3.0% Fuel Oil (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,H1 ,H1 ,NYMEX
NY Ethanol (Platts) Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,EZ ,EZ ,NYMEX
New York Harbor 1.0% Fuel Oil (Platts) BALMO Swap Futures ,"CME ClearPort, Open Outcry (New York) ",  ,VK ,VK ,NYMEX
